full_path,read_count,percent_total
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	321329	0.0034
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;	295445	0.0031
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus;	286584	0.0030
Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;Caldithrix;	282282	0.0030
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;	279700	0.0029
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Cutibacterium;	274309	0.0029
Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus_Aquiluna;	274219	0.0029
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Limnobacter;	270839	0.0028
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas;	262771	0.0028
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Schleiferiaceae;Schleiferia;	261871	0.0027
Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;	255345	0.0027
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;	248981	0.0026
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muriicola;	245771	0.0026
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;	245315	0.0026
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Loktanella;	245068	0.0026
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	242066	0.0025
Bacteria;Bacteroidota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;	241134	0.0025
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium;	237273	0.0025
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;	232563	0.0024
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas;	231864	0.0024
Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella;	228710	0.0024
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;	220216	0.0023
Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanoregulaceae;Methanoregula;	214103	0.0022
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;	211711	0.0022
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavicella;	208009	0.0022
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;	202731	0.0021
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;	200589	0.0021
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;	198650	0.0021
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;	197595	0.0021
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Ferruginibacter;	189620	0.0020
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;	189412	0.0020
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Psychroflexus;	187179	0.0020
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;	185189	0.0019
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Longilinea;	173546	0.0018
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Solitalea;	170342	0.0018
